width,creator_id,height,video_description,comment_count,like_count,duration,create_time,view_count,share_count,video_id
720,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,720,challenge on food!,916,104864,35,1750689483,927435,3592,1380102b-29fe-4256-b4e1-4eff60ec0736
0.0.0,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,,unboxing on fitness!,3420,495035,65,1751380683,810065,,ce9e5f40-a169-48da-a0fa-5fbaacfa780d
,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,1080,review on tech!,8551,431170,77,1752935883,423841,4414,4fd93bc9-7b5c-4dd5-a549-91d09b24a654
720,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,1080,challenge on beauty!,6532,168076,70,1749911883,658325,NaN,ed9fa302-0663-4848-afc0-63a03cfa9057
NaN,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,720,challenge on fitness!,4334,174819,80,1750603083,511725,580,713c3e57-bf2b-4fc4-b1b8-2ba7bd2a5113
1080,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,1080,challenge on tech!,0.0.0,69556,50,1751294283,222805,4140,ba5be163-f3ef-4902-9e23-0efea024e8be
1080,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,1080,unboxing on fitness!,3032,,63,1751812683,173602,2301,d48811c8-d065-4308-a58f-e8a509c6c005
1080,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,1080,review on food!,6596,106884,131,1752503883,211860,4584,7e6038bb-6f94-4db6-8520-fa76c0911e55
1080,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,720,vlog on fitness!,NaN,473759,38,1748702283,594610,3432,655deafd-aac2-4a8f-b11d-e7f92a0fb326
1080,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,1080,reaction on beauty!,1481,301324,155,1750948683,359472,?,a056efc2-0588-4772-ab97-e9ac37beca02
1080,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,720,review on travel!,527,397750,85,1749652683,117514,4474,a267e6a3-50c4-47f7-b13c-1f4914b75a03
1080,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,1080,review on fitness!,3134,114163,131,1748788683,NaN,1369,00052785-05fd-4ee3-a168-fc892ef868c2
1080,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,720,vlog on fitness!,4725,281242,32,1749652683,52639,3104,0f2d642a-3911-46e3-9eb2-2e6ec1ed8447
720,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,720,review on travel!,497,219930,136,1751899083,76885,2704,f442b864-a639-4178-8d09-5b97e8b4cd00
720,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,1080,unboxing on fitness!,9803,212038,139,1752590283,921243,,f2320767-56f2-44b3-9d98-8e1ec7be1a63
720,a0f2fe6a-cc1e-4da7-a8d7-1dc104d9afa7,720,review on travel!,?,108467,36,1748443083,219623,632,cdba15b4-ec4c-47e4-93cb-94640b9850ea
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,reaction on food!,8360,NaN,171,1748183883,734573,596,84949ff6-a3fb-4df8-8fce-c9fac5cc5a46
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,vlog on beauty!,,155531,129,1752503883,432661,3119,f9fe4924-5b9e-4263-8ac8-a2d28a238600
1080,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,unboxing on fitness!,5553,109471,116,1749739083,,224,0faaa24f-252c-40ce-892d-4479321566dd
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,vlog on fashion!,1850,38286,73,1751985483,0.0.0,0.0.0,16e191a5-3d37-473d-bd49-3c236ea70857
1080,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,unboxing on tech!,7329,408442,24,1750775883,601822,135,b57f224d-9b20-4fa4-925b-659fa155c705
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,unboxing on tech!,9337,207073,108,1750603083,893685,4042,89ec1ea2-1a50-41b7-93bc-964611da82c8
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,vlog on tech!,7820,42008,26,1747924683,198072,3502,d9932302-9000-47ee-82e0-c22dce665a99
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,challenge on fitness!,5308,492137,82,1751985483,783485,2370,6e23d4df-5fda-44f1-8e06-dd0e753e3ca1
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,challenge on fitness!,3132,61088,,1748270283,287609,3831,00908f7a-1dba-421e-97f8-0bbd1c8d64fe
1080,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,review on fashion!,7202,?,53,1749307083,?,4127,b325d7f2-aa92-4503-9892-7e93e07b4dae
,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,challenge on fashion!,9402,210480,144,1750257483,618697,2983,dd54c488-e6e6-401c-a098-a23407e9492e
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,vlog on tech!,3710,259979,NaN,1748183883,410443,711,d5eea2d4-00dd-4f3d-a772-fb416694a351
1080,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,challenge on fitness!,6658,NaN,63,1752935883,62054,1993,fe87020c-6055-4965-9500-76c2baf307d1
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,unboxing on food!,0.0.0,460739,58,1750516683,669901,1541,202cb556-9617-4b7a-bb1c-b532bdfab78d
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,review on beauty!,3142,321853,94,1750603083,,,3b8b3439-63d7-426a-a9e7-c476ed176d29
1080,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,unboxing on tech!,7363,30566,45,1748270283,367907,4371,5a4e1460-b3e8-4626-a6ae-b28f2c982354
1080,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,unboxing on fashion!,8679,493915,65,1752849483,695318,535,944fccf8-7ec8-46ab-8828-2d094f27e080
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,reaction on travel!,3260,372030,46,1752244683,290064,3341,8517bb00-1061-4010-b165-5ac02e62399d
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,?,reaction on fitness!,9639,NaN,130,1751294283,658775,4906,f6ae442f-6cec-4c50-9c64-0807f062d19c
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,unboxing on fitness!,144,59183,35,1750430283,824107,2080,811cc25a-bd6b-40a9-83e9-1a273551b22c
1080,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,unboxing on beauty!,8192,50075,52,1749739083,320401,1054,3db2c5e5-c4ff-4a8e-b25c-30b258f6e482
1080,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,unboxing on fitness!,4397,454228,167,1752071883,977750,903,c787475e-e241-4658-a3e8-9a6852afdeeb
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,720,reaction on fitness!,NaN,177640,94,1751121483,944853,3496,7b9732eb-719d-4463-b647-292b253595f9
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,unboxing on fitness!,3886,308790,106,1747924683,238311,4955,67445709-e360-4141-ae4e-d06a2f803e91
720,c26faa37-830e-4fdc-a2f1-f54ac98efc7c,1080,challenge on food!,NaN,218993,30,1751207883,898801,,ab9270db-d8d0-48ff-8ca4-168755565ecf
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,review on tech!,9989,143612,42,1749134283,436403,?,cb960acd-aae5-47e9-a7ee-b9c30aa1b623
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,unboxing on food!,5253,348475,46,1750257483,437015,3324,f280a020-55b5-4854-bb52-f21533a9fe36
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,vlog on beauty!,?,197422,11,1748529483,209262,1195,115e03e5-4cde-4a6c-9b7a-d76ce1596113
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,challenge on tech!,NaN,,75,1751812683,729380,,4a271dda-26af-4aa3-b4e8-966c3945b12f
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,unboxing on travel!,6145,NaN,98,1749479883,266357,1894,5f16bc43-c28d-4ecf-b61c-76ecc3917a0f
,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,challenge on fashion!,,286474,148,1750430283,517911,1009,f8937267-a36e-49f6-8e72-2168c86a46d7
,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,reaction on beauty!,1400,302392,111,1748356683,226811,319,e05ade1f-fecf-4b9b-8185-ed9fcea23978
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,review on tech!,8268,422445,40,1748270283,761790,784,6d84a2af-657e-4486-bda9-f4b445cd0ea1
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,review on food!,6862,428328,98,1751812683,721602,1050,6bd6ee5c-ab59-40f7-b3b8-499484289d7e
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,vlog on fashion!,9459,188336,147,1749393483,918138,1976,db4ea0fb-e2bc-40fc-951d-8ef1744f946f
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,unboxing on beauty!,6061,41657,,1750516683,307636,?,0512e8de-6ec0-44a4-8d95-388ab2e4e1f3
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,reaction on beauty!,7709,197780,49,1748183883,20736,1632,2ae07211-02de-4cac-a094-a951f228f727
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,review on food!,0.0.0,49042,92,1749998283,633507,147,7e47e885-50b7-4000-a57a-e301beb07f36
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,review on fitness!,9877,309620,89,1751899083,201383,3768,1ba8b7ca-905e-468a-a11d-0f6d151b7182
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,vlog on beauty!,7190,323516,177,1749307083,94234,598,738ed40e-17f5-4390-9a7f-b2dd1a3688a1
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,unboxing on fitness!,6750,377556,75,1749134283,721503,1739,5afad0fe-9577-4606-8ee2-80dae2b06a3a
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,review on fitness!,,197455,113,1752849483,64795,1005,7ecf8090-bea5-46fc-a066-8409e38e3cfa
0.0.0,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,unboxing on fitness!,NaN,183111,48,1749998283,241979,1251,c0838271-ab6d-4235-820d-d74734b47985
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,unboxing on beauty!,6862,192874,58,1749825483,NaN,2335,ab497ee1-e79e-4a69-9412-90fbbadd9b51
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,vlog on travel!,773,74326,71,1750084683,72173,3527,719b6fd3-1b29-40d1-94ec-94a20db927f7
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,challenge on beauty!,8626,NaN,116,1750084683,917488,NaN,7e57f4c1-2b78-4be3-9a14-3082d09e13ab
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,vlog on fashion!,3922,339635,140,1750171083,706788,2088,b037df60-6605-4e99-9bc9-ccf18a800cf7
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,reaction on travel!,9828,499245,44,1753022283,946554,4052,a4c9f777-3aa9-4d69-812c-94274b9e53f4
720,335f45e0-c839-42bf-8b4f-dda388fbbf6f,1080,review on food!,7861,NaN,NaN,1748615883,127963,2519,85b62d09-bb51-48cd-a8da-a46d2c62b79c
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,review on beauty!,4127,215149,79,1748529483,102672,NaN,c1872038-4cf6-48d0-83e1-e7c7ccfa41e5
1080,335f45e0-c839-42bf-8b4f-dda388fbbf6f,720,reaction on tech!,8068,275635,18,1750343883,650958,3066,507d8056-1274-4e04-b9e7-aaaee68133b3
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,1080,review on fashion!,8398,284134,142,1750862283,421085,1387,19f36d6b-c045-4a28-873e-1942a4b7a002
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,review on fitness!,8834,125335,76,1752071883,229890,1455,b9bae4aa-fff7-44bd-938b-5a55a5f285c0
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,vlog on beauty!,8136,159669,130,1751467083,55023,,56d54ad5-f4c4-4b9f-9b84-30086df8b580
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,unboxing on food!,9716,359135,51,1751035083,960966,4783,d3f681d1-c8d4-4064-8b7f-aea7ef84fba1
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,reaction on beauty!,NaN,177625,138,1750343883,642518,3336,26b73879-730d-430a-b0e1-115e33bb2d2e
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,NaN,reaction on tech!,6329,107123,13,1748270283,258204,976,0d1fc673-f2f0-4496-a1ab-a2d00b489b38
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,review on fitness!,412,329010,48,1753022283,27980,,d70d1b74-4814-4c7a-8ff0-4dfd1206952c
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,vlog on beauty!,?,366449,109,1749220683,323313,4363,81bcb308-6ff4-41e9-87eb-2d471da44f52
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,vlog on travel!,7297,8827,86,1752590283,684646,4456,3ecef453-69fb-4d55-8c15-164f0d31dd65
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,review on tech!,2492,,14,1751035083,665863,3509,d795257d-e579-4501-bdb5-b4a7199dc7b8
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,review on tech!,717,314397,101,1752158283,883392,3908,3d9062d8-97a3-4ba1-ab0b-bea5bf89d683
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,vlog on food!,8218,357902,102,1749220683,434321,3352,9bffeca1-efd6-495b-ad47-c1903a209dea
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,vlog on food!,0.0.0,479216,170,1747838283,736165,322,d6c65087-20d4-4e7f-94b1-9c467211f268
,04673a3a-5ac0-41ab-b1a6-05a63095ffff,1080,review on fashion!,8801,238827,151,1748702283,0.0.0,3425,bc50041a-a223-40d8-9831-3e9c3ad82775
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,1080,reaction on travel!,,NaN,131,1749479883,,1911,ae938b89-759d-44a4-b633-0f8272c19e59
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,review on fitness!,7843,142523,142,1751639883,126104,463,039bc923-24a2-4b58-aebd-6867934306e0
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,1080,review on food!,0.0.0,72877,70,1750171083,42749,2889,7031d6db-a62e-44fd-846f-e8aa4880d92d
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,1080,reaction on fashion!,8478,336019,84,1751553483,714431,,03e23ec3-31b5-4f72-8dc8-72b33ddd65e6
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,reaction on travel!,9881,245109,12,1749220683,279635,1361,2aaa0433-8a26-4876-8012-daae303b3335
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,1080,challenge on tech!,2686,445415,117,1748788683,991166,,73e76e88-1b8f-42d1-8d21-c36df261d376
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,challenge on tech!,3009,,69,1750084683,826530,1494,71b64730-0a6e-491e-9807-57e874e77848
720,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,vlog on tech!,8141,358519,90,1749652683,,3140,c4749f0a-f1b3-4baf-97b6-a78c15b10e02
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,1080,unboxing on tech!,6267,187539,18,1751639883,NaN,1710,19e021e6-f1a4-4a89-829d-f2bb560657b6
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,vlog on fashion!,5250,,168,1747924683,58023,4050,90e1031f-5a13-4de5-aa01-1b91e0ac8c31
1080,04673a3a-5ac0-41ab-b1a6-05a63095ffff,720,reaction on fashion!,4806,?,155,1749307083,641546,3522,b03ea6b4-1b4d-4d90-8053-c67bf699bcba
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,challenge on tech!,2117,80954,83,1748615883,268413,1927,6133e31f-843b-4614-b9af-fbbda3360afd
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,vlog on tech!,5846,7863,166,1750689483,?,2944,32a6e246-a1cd-47a9-9bcb-d08c2980c4ab
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,reaction on tech!,6562,0.0.0,147,1749393483,502202,,1000e30a-3218-4175-9f19-de1c2cb8f1eb
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,unboxing on fitness!,2990,283497,96,1752071883,116405,4235,bca1c11f-0d81-484b-a17c-c8386e1721c0
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,review on travel!,8358,53352,173,1748443083,373536,4769,2e485a2c-c41a-42f5-af76-446cd450f309
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,review on beauty!,1088,382458,36,1749479883,980446,1005,1a495384-a43f-4376-b935-63ebb7da412b
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,challenge on travel!,4709,63468,24,1750084683,261436,,107a20a1-bf4c-4290-8668-4047d1f63be9
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,vlog on fitness!,7220,462290,169,1749652683,330298,3279,399a33bd-61a2-45b6-aab2-7853a1c3c87c
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,reaction on fitness!,1933,443085,112,1751035083,872945,?,a92a5d3b-85c1-497d-9ce8-459bd250c175
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,challenge on fashion!,7587,476145,46,1749566283,504684,2741,d7389073-c079-4c5b-bf00-e9c263c05571
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,review on beauty!,5603,357326,17,1749047883,994308,0.0.0,ec0a50f3-81f0-4b14-96df-314ecb25af4f
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,vlog on travel!,NaN,96304,152,1752763083,684346,2866,e25e883c-900a-44eb-b573-0be43ca44ded
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,reaction on fitness!,3198,,90,1751380683,691707,4557,60316690-05a3-4801-84a6-70cd0372862d
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,reaction on fitness!,4623,199,14,1748961483,960030,4724,e538426e-1d8e-486c-973c-96664c1f0ce5
?,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,challenge on tech!,?,111339,57,1748702283,195716,2537,bbe6b1a3-dd1b-482e-afa8-d5a24c058c41
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,vlog on food!,6783,495617,46,1749307083,346925,0.0.0,7df21692-71ba-4b99-b622-46c48f96ab28
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,reaction on fitness!,,310867,36,1752935883,380225,2998,f48c6e6c-5b12-49b0-9769-f1e6e9b1ac25
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,unboxing on food!,2881,288699,158,1750862283,10932,3692,661cd9a3-0742-4674-8569-21e539b2ae89
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,review on fitness!,,331058,22,1748183883,300481,4177,c3bec34b-8144-403d-ac88-a17025f7d419
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,vlog on tech!,7961,36098,20,1749479883,395058,4606,9b6b3c39-6e0a-478f-980d-0b31b395d3be
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,unboxing on travel!,2055,,27,1749739083,0.0.0,2205,b05bf4b0-c5bf-4e0b-a4ff-b35f253572c8
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,challenge on beauty!,3645,NaN,178,1752331083,,457,6fd49e4f-0e3d-4ed0-8b0b-69e3189dea43
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,vlog on fashion!,5850,444060,53,1748702283,531679,437,c49fbbeb-654e-46e6-99ba-e44e782b7be0
1080,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,unboxing on fitness!,380,125256,107,1748270283,56286,1654,db421fa6-3cd2-4585-9123-ba515c4195a3
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,review on beauty!,5816,73967,86,1752503883,605997,2969,981897fd-0952-42a6-89ae-f9bbb43e0772
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,1080,unboxing on fashion!,4199,440630,117,1749825483,796370,1960,cfdf323d-aacb-4cbf-b5a7-d49a046552ad
720,be7f6809-f4f9-423c-b034-e0bb93fa5474,720,challenge on food!,349,41917,149,1751639883,982147,4594,cb7a1948-e9e3-42c3-92ed-1ba24e940543
720,0b3b8316-df23-4d20-95c4-0fe935343253,720,unboxing on fashion!,,134436,58,1748529483,283432,4982,6859fbed-34e3-45c5-ae88-9824e00b06eb
720,0b3b8316-df23-4d20-95c4-0fe935343253,1080,review on travel!,7090,450083,67,1748961483,298666,4962,8065f019-0788-4ce3-a3f2-ebdac7787c86
720,0b3b8316-df23-4d20-95c4-0fe935343253,720,reaction on beauty!,5216,466932,76,1751380683,299413,356,f01c3515-dd0b-4dfa-bb5e-4bddb5ee36c8
720,0b3b8316-df23-4d20-95c4-0fe935343253,1080,unboxing on food!,4966,279977,15,1752158283,963792,488,881b4451-7dd0-4082-84f0-21c4a6696ffd
720,0b3b8316-df23-4d20-95c4-0fe935343253,1080,unboxing on fitness!,8184,459818,22,1750430283,705081,1131,305a488f-7884-4c75-b200-85e44ee2e542
1080,0b3b8316-df23-4d20-95c4-0fe935343253,720,review on fitness!,9340,210458,17,1748875083,943791,343,448b83a9-a32d-4a58-8d95-6f4c8998ac4d
720,0b3b8316-df23-4d20-95c4-0fe935343253,1080,challenge on travel!,9686,150678,15,1749566283,731961,3404,06d9e490-5f01-4e85-ab96-b44f3932ab48
1080,0b3b8316-df23-4d20-95c4-0fe935343253,1080,unboxing on food!,NaN,110022,111,1752935883,,3281,32a72a69-6713-4503-ba2a-34ef9a1084d1
1080,0b3b8316-df23-4d20-95c4-0fe935343253,720,challenge on fitness!,9200,266371,67,1748961483,181218,,b91599c3-2a6f-40ba-b423-31ba8be1ff1c
720,0b3b8316-df23-4d20-95c4-0fe935343253,720,unboxing on beauty!,821,211106,88,1750775883,732762,2643,080783ed-4b66-42b3-845d-92d6199020f1
720,0b3b8316-df23-4d20-95c4-0fe935343253,720,reaction on tech!,6571,424746,26,1750430283,176458,4111,a5ecc910-7a3e-48cc-8c70-28f16ea9f4e6
1080,0b3b8316-df23-4d20-95c4-0fe935343253,1080,reaction on fitness!,3787,48870,87,1748097483,643919,1306,60c9d67b-4363-4c49-86a2-782b83d08fa9
1080,0b3b8316-df23-4d20-95c4-0fe935343253,720,reaction on fashion!,9096,,55,1752503883,NaN,2324,889e70d7-8515-4435-8db0-fc548bd29568
1080,0b3b8316-df23-4d20-95c4-0fe935343253,720,unboxing on food!,252,429508,154,1748788683,291532,1869,dd31ac68-a19e-4a8e-8674-97efda619023
1080,0b3b8316-df23-4d20-95c4-0fe935343253,1080,vlog on beauty!,1282,250261,137,1749998283,358796,2143,24cf1e67-5a0c-4223-9889-91048d2577f5
1080,0b3b8316-df23-4d20-95c4-0fe935343253,720,unboxing on beauty!,865,273463,11,1749220683,874060,778,06029100-4ec1-433e-8f62-05eaf39415f4
720,0b3b8316-df23-4d20-95c4-0fe935343253,720,unboxing on food!,,118596,52,1752676683,446280,3950,389760cf-cee9-4746-8485-399e3d4e1fd7
1080,0b3b8316-df23-4d20-95c4-0fe935343253,1080,vlog on fashion!,,?,177,1751985483,23947,95,0c5544fb-bd99-4b45-8214-fbbfd8a01113
1080,0b3b8316-df23-4d20-95c4-0fe935343253,,challenge on food!,,265851,137,1751726283,607384,765,042b411f-1b55-4779-a8d7-91325a48cd22
1080,0b3b8316-df23-4d20-95c4-0fe935343253,1080,reaction on travel!,8844,115156,98,1749393483,669689,899,5a53f739-e55a-40ea-a987-2a65ed8e4a95
720,0b3b8316-df23-4d20-95c4-0fe935343253,720,vlog on fashion!,9962,0.0.0,102,1752935883,506425,2584,39165fa2-916f-446b-bb02-41b054de0610
1080,0b3b8316-df23-4d20-95c4-0fe935343253,720,vlog on fashion!,7082,,44,1751121483,300466,1692,65b1299b-9f9b-4610-974e-2607c88a960f
720,0b3b8316-df23-4d20-95c4-0fe935343253,720,unboxing on tech!,3121,443976,150,1752331083,806336,3395,dd44a76f-96b7-47a8-a8ea-ee8b9e3d6e23
,06298746-5d52-49ee-b160-6b72f7507061,1080,vlog on fashion!,,413391,173,1748529483,770359,561,2679f176-9e42-4f5b-92a7-192db5ac4bd8
720,06298746-5d52-49ee-b160-6b72f7507061,720,challenge on fitness!,NaN,445982,31,1748097483,84700,2957,92b59fff-2c34-439e-b300-dec101ee489f
720,06298746-5d52-49ee-b160-6b72f7507061,,review on fitness!,6721,184601,116,1749566283,876105,2682,52f507cb-e09a-4100-998e-c90a4d7cc995
1080,06298746-5d52-49ee-b160-6b72f7507061,1080,vlog on tech!,4945,58852,135,1751726283,404563,4492,fe5a7560-4794-40e4-a8a7-1a86d594d7f0
1080,06298746-5d52-49ee-b160-6b72f7507061,720,unboxing on travel!,4072,265063,173,1749220683,394036,3067,e333c8dd-6f0d-4796-9b70-319f3a150303
720,06298746-5d52-49ee-b160-6b72f7507061,1080,review on tech!,3818,202447,12,1752331083,44349,508,e7107b1d-7ae9-46b4-af1b-c9d5330fca1b
720,06298746-5d52-49ee-b160-6b72f7507061,720,vlog on travel!,3659,19095,27,1748961483,653203,2808,62a937b2-86c9-491c-8acc-5bd2792278e9
720,06298746-5d52-49ee-b160-6b72f7507061,1080,vlog on fitness!,?,,79,1750689483,524819,1622,c8563da3-b25e-47ea-948a-664175c6dcb1
1080,06298746-5d52-49ee-b160-6b72f7507061,720,review on fashion!,8673,181029,113,1752244683,117187,4115,4f2f0f23-c10c-48e5-87e6-effe56ac6b1e
720,06298746-5d52-49ee-b160-6b72f7507061,1080,vlog on tech!,2840,475191,127,1752935883,305375,130,e71c4706-0d03-40de-97d4-51e95f753fec
720,06298746-5d52-49ee-b160-6b72f7507061,1080,review on fitness!,497,383646,91,1751899083,NaN,3677,d48ff000-dd68-4591-ae12-c332ebe15003
720,06298746-5d52-49ee-b160-6b72f7507061,720,unboxing on tech!,6671,,NaN,1753022283,81553,1185,d37d3fd8-843a-436b-b0bc-61b44e61b651
720,06298746-5d52-49ee-b160-6b72f7507061,1080,challenge on food!,2280,283523,69,1751380683,222860,4465,71d50316-cbb9-4b36-bee9-26a3b4f661b9
720,06298746-5d52-49ee-b160-6b72f7507061,1080,unboxing on beauty!,3562,72470,86,1748270283,0.0.0,4130,884f8245-cf3c-43be-a757-1ac129e71be3
720,06298746-5d52-49ee-b160-6b72f7507061,1080,review on fashion!,4702,93323,51,1748011083,23904,?,67c5a059-e71e-4c3f-8649-4e22e5daa7b8
720,06298746-5d52-49ee-b160-6b72f7507061,720,vlog on food!,6286,121348,77,1750862283,950206,1087,9ea0ed6e-161c-4998-a5ef-1697bb651561
720,06298746-5d52-49ee-b160-6b72f7507061,720,vlog on food!,6498,43993,61,1749652683,683590,4677,08e008cc-6545-4aa4-854d-8cae4967fc22
1080,06298746-5d52-49ee-b160-6b72f7507061,1080,challenge on beauty!,5375,,59,1749479883,?,3774,06d5b45c-9722-4055-94cf-6f1778f9e747
1080,06298746-5d52-49ee-b160-6b72f7507061,720,vlog on fitness!,5754,465756,168,1751294283,190055,2404,5ba6f2eb-1024-4e60-ad3a-127120c85b71
